Hora,Azimut,Elevación,Velocidad Azimut,Velocidad Elevación,Delta Tiempo,tiempo_jd
20:20:0,32.912475980331,39.79591369628908,0.002381268996808437,0.0022443131900720965,14.400002360343933,2459575.5555588887
20:20:14,32.87818570115635,39.82831573486328,0.0023857298766666053,0.002250141198826209,14.400002360343933,2459575.5557255554
20:20:29,32.843831185301205,39.8606834411621,0.002390194455241055,0.0022477570134264856,14.400002360343933,2459575.555892222
20:20:43,32.80941237950405,39.893028259277344,0.002402652086157877,0.002246167556493994,14.400002360343933,2459575.556058889
20:20:57,32.774814183792294,39.92544174194337,0.0023991495603401043,0.0022509359272944287,14.400002360343933,2459575.5562255555
20:21:12,32.74026642446058,39.957725524902344,0.0023956059618223465,0.0022419290046703988,14.400002360343933,2459575.556392222
20:21:26,32.70576969295588,39.98986434936524,0.0024080895002179946,0.002231862444092691,14.400002360343933,2459575.556558889
20:21:41,32.671093198468824,40.0220832824707,0.002412572396469654,0.0022374255433588778,14.400002360343933,2459575.5567255556
20:21:55,32.63635215026516,40.05427169799805,0.002417058925500721,0.002235306267448067,14.400002360343933,2459575.5568922223
20:22:9,32.60154649603286,40.086429595947266,0.002421555842354923,0.0022331932310055485,14.39996212720871,2459575.557058889
20:22:24,32.56667618361403,40.118560791015625,0.002434136851385981,0.0022313326251143717,14.400002360343933,2459575.557225555
20:22:38,32.53162460720867,40.15076446533204,0.002422480578846909,0.0022289364079977367,14.448000490665436,2459575.557392222
20:22:53,32.49662460661686,40.18283081054687,0.0024431998430373683,0.002234276460687709,14.35200423002243,2459575.557559444
20:23:7,32.4615597921348,40.21487045288086,0.0024233441679842897,0.0022175831427118,14.448000490665436,2459575.5577255553
20:23:21,32.42654731440671,40.24676513671876,0.0024522275524696486,0.0022223156659317597,14.35200423002243,2459575.5578927775
20:23:36,32.39135293420069,40.27873992919922,0.0024403895195923547,0.0022204713360684442,14.400002360343933,2459575.5580588887
20:23:50,32.3562113193584,40.31058120727539,0.0024612496815711107,0.002211199503956982,14.400002360343933,2459575.5582255553
20:24:5,32.32076931813438,40.342597961425774,0.002449434880795542,0.00221599896615929,14.448000490665436,2459575.558392222
20:24:19,32.285379881774794,40.37447738647461,0.002462121592331177,0.0022138485988466056,14.400002360343933,2459575.5585594443
20:24:33,32.24992532503377,40.40632629394531,0.0024748966847843164,0.0022191261206626154,14.35200423002243,2459575.558726111
20:24:48,32.21440559734488,40.43814849853515,0.0024794211155911524,0.0022098749565119236,14.400002360343933,2459575.558892222
20:25:2,32.17870192742808,40.47003936767579,0.0024757244581023884,0.002214643327313838,14.400002360343933,2459575.559058889
20:25:17,32.143051489387844,40.50179672241212,0.0024802606805396318,0.0022053714952008957,14.400002360343933,2459575.5592255555
20:25:31,32.107335729733805,40.53352355957031,0.0024848003642569524,0.002203252219289098,14.400002360343933,2459575.559392222
20:25:45,32.07155459862352,40.56521606445312,0.002489343493033748,0.0022008680338888808,14.400002360343933,2459575.559558889
20:26:0,32.03570804644813,40.59687805175782,0.0024938900569120605,0.002198748757979057,14.400002360343933,2459575.5597255556
20:26:14,31.999796023742157,40.62850570678712,0.002498447026716679,0.002196370709165718,14.39996212720871,2459575.5598922223
20:26:29,31.9638184811806,40.660106658935554,0.0025029934413790264,0.002194510206155462,14.400002360343933,2459575.5600588885
20:26:43,31.927775369716816,40.69166946411133,0.002499184486410702,0.002191861111265838,14.400002360343933,2459575.560225555
